#,Transaction Date,Senator,Owner,Ticker,Asset Name,Asset Type,Type,Amount,Comment,URL
10,09/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,AME,"AMETEK, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/
9,09/20/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,SSYS,"Stratasys, Ltd. - Common Stock",Stock,Purchase,"$50,001 - $100,000",--,https://efdsearch.senate.gov/search/view/ptr/a1cec047-73fd-4433-9ac4-bbd4a32db7d5/
18,07/21/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,CLF,Cleveland-Cliffs Inc. Common Stock,Stock,Purchase,"$100,001 - $250,000",--,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/
15,07/19/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,CLF,Cleveland-Cliffs Inc. Common Stock,Stock,Sale (Full),"$50,001 - $100,000",--,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/
14,07/19/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,AA,Alcoa Corporation Common Stock,Stock,Sale (Full),"$50,001 - $100,000",--,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/
9,07/16/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock",Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/
8,07/16/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,NWL,Newell Brands Inc. - Common Stock,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/
7,07/16/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,PEGA,Pegasystems Inc. - Common Stock,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/
6,07/16/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,PEP,"PepsiCo, Inc. - Common Stock",Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/
5,07/16/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Self,XLY,SPDR Select Sector Fund - Consumer Discretionary,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/
4,07/16/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Self,--,Bristol-Myers Squibb Company Common Stock,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/
3,07/16/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Self,MTUM,iShares MSCI USA Momentum Factor ETF,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/
2,07/16/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Self,SQ,"Square, Inc. Class A Common Stock",Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/
1,07/16/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Self,DTD,Wisdomtree U.S. Total Dividend Fund,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/9df3fe53-21d5-43a5-a632-ea804aca39a3/
13,12/22/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,AAPL,Apple Inc. - Common Stock,Stock,Sale (Partial),"$50,001 - $100,000",--,https://efdsearch.senate.gov/search/view/ptr/0985f3bb-3c7d-4c95-984e-5acfa9541f94/
6,12/23/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,BABA,Alibaba Group Holding Limited American Depositary,Stock,Sale (Partial),"$50,001 - $100,000",--,https://efdsearch.senate.gov/search/view/ptr/0985f3bb-3c7d-4c95-984e-5acfa9541f94/
5,12/21/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,BABA,Alibaba Group Holding Limited American Depositary,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/0985f3bb-3c7d-4c95-984e-5acfa9541f94/
4,12/15/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,BABA,Alibaba Group Holding Limited American Depositary,Stock,Purchase,"$50,001 - $100,000",--,https://efdsearch.senate.gov/search/view/ptr/0985f3bb-3c7d-4c95-984e-5acfa9541f94/
3,12/14/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,BABA,Alibaba Group Holding Limited American Depositary,Stock,Purchase,"$50,001 - $100,000",--,https://efdsearch.senate.gov/search/view/ptr/0985f3bb-3c7d-4c95-984e-5acfa9541f94/
2,12/13/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,SSYS,"Stratasys, Ltd. - Common Stock",Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/0985f3bb-3c7d-4c95-984e-5acfa9541f94/
5,05/31/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,X,United States Steel Corporation Common Stock,Stock,Purchase,"$100,001 - $250,000",--,https://efdsearch.senate.gov/search/view/ptr/40602988-914b-49a7-b7d7-e82d7b0364b2/
4,05/20/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,PYPL,"PayPal Holdings, Inc. - Common Stock",Stock,Purchase,"$50,001 - $100,000",--,https://efdsearch.senate.gov/search/view/ptr/40602988-914b-49a7-b7d7-e82d7b0364b2/
3,05/19/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,PYPL,"PayPal Holdings, Inc. - Common Stock",Stock,Purchase,"$250,001 - $500,000",--,https://efdsearch.senate.gov/search/view/ptr/40602988-914b-49a7-b7d7-e82d7b0364b2/
12,12/31/2014,The Honorable Patrick J Toomey (Former Senator),Joint,CVX,Chevron Corporation (NYSE),Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/a8b03ce8-5780-4712-a589-7c1ecdd8774f/
11,04/29/2014,The Honorable Patrick J Toomey (Former Senator),Joint,LINE,"Linn Energy, LLC (NASDAQ)",Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/a8b03ce8-5780-4712-a589-7c1ecdd8774f/
10,02/11/2015,The Honorable Patrick J Toomey (Former Senator),Self,PFS,"Provident Financial Services, Inc. (NYSE)",Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/a8b03ce8-5780-4712-a589-7c1ecdd8774f/
9,02/13/2015,The Honorable Patrick J Toomey (Former Senator),Self,T,"AT&T, Inc. (NYSE)",Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/a8b03ce8-5780-4712-a589-7c1ecdd8774f/
8,02/24/2015,The Honorable Patrick J Toomey (Former Senator),Joint,ESV,Ensco plc (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/a8b03ce8-5780-4712-a589-7c1ecdd8774f/
7,02/27/2015,The Honorable Patrick J Toomey (Former Senator),Spouse,EEM,iShares MSCI Emerging Markets (NYSEArca),Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/a8b03ce8-5780-4712-a589-7c1ecdd8774f/
6,02/27/2015,The Honorable Patrick J Toomey (Former Senator),Spouse,XLU,Utilities Select Sector SPDR ETF (NYSEArca),Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/a8b03ce8-5780-4712-a589-7c1ecdd8774f/
5,01/30/2015,The Honorable Patrick J Toomey (Former Senator),Spouse,XLV,Health Care Select Sector SPDR ETF (NYSEArca),Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/a8b03ce8-5780-4712-a589-7c1ecdd8774f/
4,01/30/2015,The Honorable Patrick J Toomey (Former Senator),Spouse,XLU,Utilities Select Sector SPDR ETF (NYSEArca),Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/a8b03ce8-5780-4712-a589-7c1ecdd8774f/
3,01/30/2015,The Honorable Patrick J Toomey (Former Senator),Spouse,SPY,SPDR S&P 500 ETF (NYSEArca),Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/a8b03ce8-5780-4712-a589-7c1ecdd8774f/
2,01/05/2015,The Honorable Patrick J Toomey (Former Senator),Joint,SHY,iShares 1-3 Year Treasury Bond (NYSEArca),Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/a8b03ce8-5780-4712-a589-7c1ecdd8774f/
1,01/05/2015,The Honorable Patrick J Toomey (Former Senator),Joint,PCY,PowerShares Emerging Markets Sov Dbt ETF (NYSEArca),Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/a8b03ce8-5780-4712-a589-7c1ecdd8774f/
14,01/24/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,GOLD,Barrick Gold Corporation Common Stock (BC),Stock,Purchase,"$50,001 - $100,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
63,01/12/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,WBA,"Walgreens Boots Alliance, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
61,01/12/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,VZ,Verizon Communications Inc. Common Stock,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
4,01/12/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,MMM,3M Company Common Stock,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
48,01/12/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,PFE,"Pfizer, Inc. Common Stock",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
37,01/12/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,IBM,International Business Machines Corporat,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
33,01/12/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,INTC,Intel Corporation - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
24,01/12/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,KO,Coca-Cola Company (The) Common Stock,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
20,01/12/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,CSCO,"Cisco Systems, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
17,01/12/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,CVX,Chevron Corporation Common Stock,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
27,01/12/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,DOW,Dow Inc. Common Stock,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
11,01/12/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,AMGN,Amgen Inc. - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
28,01/21/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,DUK,Duke Energy Corporation (Holding Company) Common S,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
40,01/21/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,MDT,Medtronic plc. Ordinary Shares,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
6,01/21/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,ABBV,AbbVie Inc. Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
10,01/21/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,ABC,AmerisourceBergen Corporation Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
19,01/21/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,CTAS,Cintas Corporation - Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
38,01/21/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,LMT,Lockheed Martin Corporation Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
47,01/21/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,PEP,"PepsiCo, Inc. - Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
49,01/21/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,PM,Philip Morris International Inc Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
50,01/21/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,PONCX,Pimco Income Fund Class C,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
51,01/21/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,PG,Procter & Gamble Company (The) Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
59,01/21/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,TSN,"Tyson Foods, Inc. Common Stock",Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
65,01/21/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,XEL,Xcel Energy Inc. - Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
5,01/13/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,ABQCX,Ab Bond Fund Inc. - Ab Total Return Bond Portfo,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
16,01/13/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,FUN,"Cedar Fair, L.P. Common Stock",Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
25,01/13/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock",Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
30,01/13/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,FGSCX,Federated Mdt Mid Cap Growth Fund - C Shares,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
31,01/13/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,GILD,"Gilead Sciences, Inc. - Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
32,01/13/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,CLOU,Global X Cloud Computing ETF,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
42,01/13/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,NWL,Newell Brands Inc. - Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
46,01/13/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,PEGA,Pegasystems Inc. - Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
62,01/13/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,VTRS,Viatris Inc. - Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
7,01/14/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,ACN,Accenture plc Class A Ordinary Shares (Ireland),Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
8,01/14/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,ADBE,Adobe Inc. - Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
9,01/14/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,AWK,"American Water Works Company, Inc. Common Stock",Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
12,01/14/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,AAPL,Apple Inc. - Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
18,01/14/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,CTAS,Cintas Corporation - Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
29,01/14/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,LLY,Eli Lilly and Company Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
39,01/14/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,MA,Mastercard Incorporated Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
41,01/14/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,MSFT,Microsoft Corporation - Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
44,01/14/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,NEE,"NextEra Energy, Inc. Common Stock",Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
54,01/14/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,RTX,Raytheon Technologies Corporation Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
64,01/14/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,WMT,Walmart Inc. Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c9da6bea-fa14-4a3a-9d8b-1745e834da59/
17,11/22/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,MSFT,Microsoft Corporation - Common Stock,Stock,Sale (Partial),"$100,001 - $250,000",--,https://efdsearch.senate.gov/search/view/ptr/7da74f60-a4f9-42bb-9663-35bde0f9af53/
16,11/22/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,F,Ford Motor Company Common Stock,Stock,Sale (Full),"$100,001 - $250,000",--,https://efdsearch.senate.gov/search/view/ptr/7da74f60-a4f9-42bb-9663-35bde0f9af53/
15,11/17/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,F,Ford Motor Company Common Stock,Stock,Purchase,"$100,001 - $250,000",--,https://efdsearch.senate.gov/search/view/ptr/7da74f60-a4f9-42bb-9663-35bde0f9af53/
14,11/09/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,INTC,Intel Corporation - Common Stock,Stock,Purchase,"$100,001 - $250,000",--,https://efdsearch.senate.gov/search/view/ptr/7da74f60-a4f9-42bb-9663-35bde0f9af53/
10,11/08/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,PYPL,"PayPal Holdings, Inc. - Common Stock",Stock,Sale (Partial),"$100,001 - $250,000",--,https://efdsearch.senate.gov/search/view/ptr/7da74f60-a4f9-42bb-9663-35bde0f9af53/
9,11/08/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,ATVI,"Activision Blizzard, Inc - Common Stock",Stock,Purchase,"$100,001 - $250,000",--,https://efdsearch.senate.gov/search/view/ptr/7da74f60-a4f9-42bb-9663-35bde0f9af53/
8,11/07/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,PYPL,"PayPal Holdings, Inc. - Common Stock",Stock,Purchase,"$100,001 - $250,000",--,https://efdsearch.senate.gov/search/view/ptr/7da74f60-a4f9-42bb-9663-35bde0f9af53/
7,11/03/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,CLF,Cleveland-Cliffs Inc. Common Stock,Stock,Purchase,"$50,001 - $100,000",--,https://efdsearch.senate.gov/search/view/ptr/7da74f60-a4f9-42bb-9663-35bde0f9af53/
6,11/01/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,NU,Nu Holdings Ltd. Class A Ordinary Shares,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/7da74f60-a4f9-42bb-9663-35bde0f9af53/
5,11/01/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,CLF,Cleveland-Cliffs Inc. Common Stock,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/7da74f60-a4f9-42bb-9663-35bde0f9af53/
132,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,ALGN,"Align Technology, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
128,01/21/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,CLF,Cleveland-Cliffs Inc.,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
127,01/15/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,SDOG,ALPS Sector Dividend Dogs ETF,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
125,01/13/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,TDY,Teledyne Technologies Incorporated,Stock,Sale (Full),"$50,001 - $100,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
121,01/06/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,AA,Alcoa Corporation,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
120,01/06/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,AA,Alcoa Corporation,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
114,01/04/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,WY,Weyerhaeuser Company,Stock,Sale (Full),"$50,001 - $100,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
113,01/04/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,ONEQ,Fidelity Nasdaq Composite Index ETF,Stock,Sale (Full),"$100,001 - $250,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
112,01/04/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,DG,Dollar General Corporation,Stock,Sale (Full),"$50,001 - $100,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
105,02/16/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,OXY,Occidental Petroleum Corporation,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
98,02/10/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,ECOM,ChannelAdvisor Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
97,02/10/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,ECOM,ChannelAdvisor Corporation,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
